epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,42.0228,0.6933,1.05967,1.0774,0.74187,0.81577,0.94159,0.78781,0.541,1.73166,0.95185,0.000585599,0.000585599,0.000585599
32,43.2276,0.62702,1.05052,1.04692,0.80726,0.85165,0.91737,0.80054,0.51798,1.47346,0.94044,0.000577352,0.000577352,0.000577352
33,44.4283,0.69773,1.03501,1.06663,0.91084,0.85369,0.97449,0.86021,0.53124,1.25553,0.92815,0.000569106,0.000569106,0.000569106
34,45.6604,0.73042,1.07704,1.10926,0.9358,0.96051,0.97233,0.86673,0.52949,1.1767,0.92828,0.000560859,0.000560859,0.000560859
35,46.8872,0.69407,1.03396,1.08154,0.94661,0.96282,0.97233,0.86023,0.54842,1.08398,0.94024,0.000552612,0.000552612,0.000552612
36,48.0615,0.64873,1.01455,1.02448,0.96288,0.96988,0.97233,0.87313,0.50259,1.02779,0.91085,0.000544365,0.000544365,0.000544365
37,49.2725,0.65529,1.04756,1.05668,0.98032,0.97222,0.97147,0.86419,0.52074,1.00233,0.93956,0.000536119,0.000536119,0.000536119
38,50.4707,0.64137,1.01352,1.06479,0.97541,0.97222,0.97197,0.8897,0.49374,0.94793,0.94336,0.000527872,0.000527872,0.000527872
39,51.6658,0.69738,1.06977,1.11539,0.89505,0.96153,0.98833,0.86525,0.51776,1.01421,0.97963,0.000519625,0.000519625,0.000519625
40,52.8692,0.66039,0.97784,1.05016,0.93297,0.94967,0.995,0.86691,0.51854,1.06321,0.97267,0.000511379,0.000511379,0.000511379
41,54.0643,0.63805,0.92557,1.02905,0.95923,0.96822,0.96833,0.8749,0.5314,1.02626,0.9505,0.000503132,0.000503132,0.000503132
42,55.2703,0.62758,0.96108,1.04245,0.95696,0.93248,0.96833,0.88149,0.54315,1.0762,0.95776,0.000494885,0.000494885,0.000494885
43,56.4337,0.65325,0.96621,1.04407,0.91878,0.97222,0.96833,0.87722,0.53048,0.98829,0.95321,0.000486639,0.000486639,0.000486639
44,57.6038,0.67737,0.91455,1.04971,0.94897,0.97222,0.96833,0.87343,0.53593,0.90111,0.95392,0.000478392,0.000478392,0.000478392
45,58.7812,0.66539,0.93379,1.07447,0.94949,0.97222,0.99119,0.86088,0.52515,0.86738,0.94081,0.000470145,0.000470145,0.000470145
46,60.0048,0.59673,0.87718,1.02981,0.97589,0.97222,0.98833,0.85252,0.52873,0.88582,0.93253,0.000461898,0.000461898,0.000461898
47,61.1828,0.61241,0.92522,1.03227,0.96769,0.97222,0.97675,0.82806,0.56202,0.88802,0.9486,0.000453652,0.000453652,0.000453652
48,62.3443,0.61563,0.84252,1.02392,0.96653,0.97142,0.97119,0.83566,0.52564,0.86002,0.92968,0.000445405,0.000445405,0.000445405
49,63.4902,0.62709,0.80657,1.04332,0.97431,0.95966,0.979,0.87586,0.51482,0.87285,0.92534,0.000437158,0.000437158,0.000437158
50,64.6491,0.66497,0.8542,1.10304,0.98136,0.97222,0.96886,0.85206,0.56696,0.83768,0.94632,0.000428912,0.000428912,0.000428912
51,65.7976,0.6099,0.84804,1.0043,0.97833,0.97222,0.96833,0.84706,0.57037,0.81397,0.95178,0.000420665,0.000420665,0.000420665
52,66.9733,0.60843,0.84984,1.03556,0.97933,0.97222,0.96833,0.85933,0.51129,0.81178,0.92924,0.000412418,0.000412418,0.000412418
53,68.133,0.60294,0.86932,1.03318,0.97673,0.97222,0.96833,0.84756,0.48664,0.80986,0.94069,0.000404172,0.000404172,0.000404172
54,69.2932,0.62163,0.89125,1.0565,0.94675,0.93903,0.9696,0.86756,0.56631,0.86157,0.99271,0.000395925,0.000395925,0.000395925
55,70.4487,0.61628,0.85269,1.03265,0.89561,0.96474,0.96957,0.85103,0.57959,0.84686,0.99852,0.000387678,0.000387678,0.000387678
56,71.6144,0.5893,0.82491,1.02538,0.90743,0.96404,0.97833,0.85851,0.49501,0.81537,0.95169,0.000379431,0.000379431,0.000379431
57,72.796,0.59008,0.92564,1.01382,0.91781,0.97222,0.95601,0.86563,0.4597,0.80568,0.91341,0.000371185,0.000371185,0.000371185
58,73.9776,0.62616,0.84719,1.0239,0.95255,0.9109,0.96125,0.84747,0.54308,0.8517,0.93637,0.000362938,0.000362938,0.000362938
59,75.1994,0.54783,0.77329,0.99357,0.95785,0.90911,0.95493,0.86109,0.51665,0.86321,0.92085,0.000354691,0.000354691,0.000354691
60,76.359,0.56957,0.78635,1.01183,0.97314,0.96516,0.96833,0.88068,0.4924,0.82498,0.91631,0.000346445,0.000346445,0.000346445
61,77.5233,0.56862,0.77577,1.01815,0.97821,0.97222,0.96919,0.8671,0.50711,0.77696,0.95664,0.000338198,0.000338198,0.000338198
62,78.6923,0.57324,0.75241,0.99739,0.97617,0.97222,0.97109,0.86014,0.49557,0.78014,0.94953,0.000329951,0.000329951,0.000329951
63,79.8396,0.54181,0.70657,0.98339,0.98138,0.97222,0.97109,0.86569,0.48824,0.7642,0.93939,0.000321705,0.000321705,0.000321705
64,80.9896,0.53112,0.69028,0.99274,0.98183,0.97222,0.96833,0.86422,0.49422,0.74592,0.93715,0.000313458,0.000313458,0.000313458
65,82.1206,0.53287,0.7409,1.01942,0.98246,0.97222,0.96833,0.87188,0.48816,0.74692,0.93865,0.000305211,0.000305211,0.000305211
66,83.2773,0.56557,0.72981,1.01764,0.98319,0.97222,0.96833,0.88203,0.46399,0.74914,0.92103,0.000296964,0.000296964,0.000296964
67,84.4316,0.56467,0.75428,1.02531,0.97521,0.97222,0.96833,0.88346,0.47799,0.73705,0.91734,0.000288718,0.000288718,0.000288718
68,85.5976,0.57844,0.80121,1.00221,0.97427,0.97222,0.97189,0.89147,0.48889,0.73692,0.91307,0.000280471,0.000280471,0.000280471
69,86.7699,0.52081,0.66765,0.95974,0.96808,0.97222,0.96833,0.89798,0.45853,0.71005,0.89495,0.000272224,0.000272224,0.000272224
70,87.9431,0.54057,0.71674,1.01513,0.97982,0.97222,0.96833,0.90496,0.43769,0.68373,0.87307,0.000263978,0.000263978,0.000263978
71,89.0918,0.54979,0.73887,0.99232,0.98282,0.97222,0.96833,0.8955,0.43847,0.6768,0.87015,0.000255731,0.000255731,0.000255731
72,90.2372,0.52728,0.73522,0.98457,0.98351,0.97222,0.96833,0.88974,0.44239,0.67436,0.87911,0.000247484,0.000247484,0.000247484
73,91.3971,0.53123,0.74364,0.98059,0.98481,0.97222,0.96833,0.88274,0.45538,0.6824,0.89318,0.000239238,0.000239238,0.000239238
74,92.5721,0.49633,0.65561,0.97765,0.97552,0.97222,0.96833,0.88121,0.45506,0.66958,0.89037,0.000230991,0.000230991,0.000230991
75,93.7725,0.53617,0.71251,1.00879,0.97492,0.97222,0.96833,0.90225,0.43789,0.67375,0.88228,0.000222744,0.000222744,0.000222744
76,94.9059,0.53764,0.69714,1.01351,0.9796,0.97222,0.96833,0.89177,0.42384,0.66776,0.881,0.000214497,0.000214497,0.000214497
77,96.0684,0.51263,0.6452,0.94812,0.98181,0.97222,0.96833,0.87889,0.42881,0.65747,0.88671,0.000206251,0.000206251,0.000206251
78,97.2398,0.49783,0.64194,0.98484,0.98117,0.97222,0.96884,0.89488,0.4286,0.67697,0.90159,0.000198004,0.000198004,0.000198004
79,98.3999,0.52875,0.68212,0.98956,0.98181,0.97222,0.96897,0.8858,0.42556,0.66046,0.91066,0.000189757,0.000189757,0.000189757
80,99.5412,0.49803,0.66049,1.00867,0.98321,0.97222,0.96921,0.89192,0.43015,0.6433,0.92291,0.000181511,0.000181511,0.000181511
81,100.685,0.45211,0.6365,0.94331,0.98008,0.97222,0.9692,0.8952,0.42431,0.64155,0.91664,0.000173264,0.000173264,0.000173264
82,101.867,0.51244,0.63035,0.97271,0.98142,0.97222,0.96893,0.87867,0.43977,0.66768,0.90606,0.000165017,0.000165017,0.000165017
83,103.037,0.48877,0.59643,0.99256,0.98379,0.97222,0.96884,0.87797,0.45659,0.67587,0.90732,0.000156771,0.000156771,0.000156771
84,104.202,0.50281,0.65725,0.98981,0.98378,0.97222,0.96875,0.8836,0.45206,0.67019,0.90541,0.000148524,0.000148524,0.000148524
85,105.385,0.46842,0.63155,0.95044,0.98399,0.97222,0.96833,0.88465,0.44373,0.65965,0.90694,0.000140277,0.000140277,0.000140277
86,106.57,0.47211,0.58334,0.96376,0.98438,0.97222,0.96833,0.88324,0.42638,0.64816,0.90596,0.000132031,0.000132031,0.000132031
87,107.747,0.45867,0.61852,0.94033,0.98234,0.97222,0.96833,0.88428,0.4226,0.63702,0.90765,0.000123784,0.000123784,0.000123784
88,108.903,0.48884,0.65911,0.99173,0.97999,0.97222,0.96833,0.8771,0.42847,0.62486,0.90472,0.000115537,0.000115537,0.000115537
89,110.058,0.47435,0.60285,0.96424,0.97089,0.96594,0.96833,0.87985,0.43635,0.6103,0.90435,0.00010729,0.00010729,0.00010729
90,111.223,0.47811,0.58829,0.99071,0.98685,0.93595,0.96833,0.88364,0.46194,0.61662,0.9115,9.90437e-05,9.90437e-05,9.90437e-05
91,120.542,0.33403,0.66512,0.86208,0.98601,0.93602,0.96833,0.87926,0.46336,0.6222,0.91223,9.0797e-05,9.0797e-05,9.0797e-05
92,121.683,0.33089,0.63142,0.88675,0.98346,0.93517,0.96833,0.88564,0.46764,0.63931,0.91022,8.25503e-05,8.25503e-05,8.25503e-05
93,122.831,0.32774,0.62616,0.84514,0.97925,0.93471,0.96833,0.88014,0.46514,0.67601,0.90786,7.43036e-05,7.43036e-05,7.43036e-05
94,124.008,0.32907,0.6283,0.87457,0.96102,0.93696,0.96833,0.87441,0.45685,0.70227,0.90487,6.60569e-05,6.60569e-05,6.60569e-05
95,125.171,0.3127,0.64997,0.84837,0.94113,0.96366,0.96833,0.88314,0.43808,0.67556,0.9012,5.78102e-05,5.78102e-05,5.78102e-05
96,126.329,0.31928,0.61609,0.85264,0.95795,0.97222,0.96833,0.88249,0.42927,0.64311,0.90425,4.95635e-05,4.95635e-05,4.95635e-05
97,127.48,0.30563,0.62132,0.86192,0.96598,0.97222,0.96833,0.88239,0.42492,0.62627,0.90522,4.13168e-05,4.13168e-05,4.13168e-05
98,128.641,0.30316,0.57599,0.83321,0.9756,0.97222,0.96833,0.89644,0.42446,0.60005,0.90442,3.30701e-05,3.30701e-05,3.30701e-05
99,129.794,0.29421,0.57861,0.8628,0.97761,0.97222,0.96833,0.89644,0.42387,0.59325,0.90387,2.48234e-05,2.48234e-05,2.48234e-05
100,130.951,0.28454,0.56902,0.86178,0.9781,0.97222,0.96833,0.90194,0.42415,0.59279,0.90374,1.65767e-05,1.65767e-05,1.65767e-05
