epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,36.9489,0.88052,1.74202,1.23759,0.78364,0.78306,0.84867,0.66894,0.80083,2.03623,1.15562,0.000538375,0.000538375,0.000538375
16,38.8896,0.90258,1.60588,1.183,0.81221,0.8189,0.92455,0.70583,0.9441,2.13192,1.2747,0.000532187,0.000532187,0.000532187
17,40.9559,0.87462,1.65537,1.19896,0.81221,0.8163,0.90858,0.72939,0.85469,2.30654,1.24862,0.000526,0.000526,0.000526
18,43.0034,0.92752,1.53398,1.17989,0.72545,0.8997,0.89576,0.715,0.87819,2.35148,1.20458,0.000519812,0.000519812,0.000519812
19,44.9906,0.85088,1.56722,1.18209,0.82391,0.87663,0.97655,0.78066,0.84047,1.94013,1.15417,0.000513625,0.000513625,0.000513625
20,47.2833,0.841,1.44126,1.16121,0.918,0.83198,0.95362,0.75702,0.86174,1.97125,1.20999,0.000507438,0.000507438,0.000507438
21,49.3123,0.82668,1.37178,1.1428,0.7819,0.7723,0.86201,0.67225,0.86181,2.01248,1.21437,0.00050125,0.00050125,0.00050125
22,51.2373,0.78025,1.36145,1.07721,0.93281,0.74495,0.94894,0.76117,0.82104,1.6533,1.18352,0.000495063,0.000495063,0.000495063
23,53.2446,0.84495,1.33479,1.18418,0.88702,0.94181,0.97985,0.80879,0.77904,1.52677,1.11459,0.000488875,0.000488875,0.000488875
24,55.24,0.79636,1.27677,1.10804,0.90672,0.90501,0.96994,0.81028,0.7756,1.54312,1.1005,0.000482687,0.000482687,0.000482687
25,57.2211,0.79499,1.21612,1.11007,0.91672,0.92898,0.96387,0.78831,0.79123,1.57033,1.0857,0.0004765,0.0004765,0.0004765
26,59.1482,0.82845,1.34677,1.16917,0.95498,0.90572,0.95945,0.80387,0.79975,1.65809,1.08711,0.000470312,0.000470312,0.000470312
27,61.1702,0.80381,1.22456,1.10791,0.93301,0.88647,0.98032,0.79489,0.82069,1.59129,1.16327,0.000464125,0.000464125,0.000464125
28,63.5544,0.78162,1.21949,1.10054,0.93968,0.92862,0.98821,0.82503,0.74308,1.51152,1.07644,0.000457938,0.000457938,0.000457938
29,65.661,0.80188,1.21903,1.11444,0.95731,0.92874,0.98392,0.8369,0.73947,1.3615,1.07776,0.00045175,0.00045175,0.00045175
30,67.811,0.76039,1.17226,1.09755,0.97084,0.90563,0.978,0.82209,0.74154,1.31987,1.09098,0.000445562,0.000445562,0.000445562
31,69.8143,0.78286,1.2154,1.10555,0.74448,0.96847,0.97672,0.81106,0.80225,1.40729,1.10855,0.000439375,0.000439375,0.000439375
32,71.7283,0.74739,1.12728,1.08397,0.77041,0.9749,0.97479,0.82971,0.77816,1.37048,1.09131,0.000433187,0.000433187,0.000433187
33,73.7155,0.77586,1.11154,1.09918,0.88879,0.9589,0.96196,0.80137,0.76168,1.4479,1.08246,0.000427,0.000427,0.000427
34,75.6939,0.74847,1.04918,1.06218,0.91073,0.91737,0.96392,0.81807,0.78594,1.54932,1.10236,0.000420812,0.000420812,0.000420812
35,78.5632,0.71322,1.05638,1.0678,0.94675,0.93004,0.98095,0.83729,0.72873,1.35855,1.09357,0.000414625,0.000414625,0.000414625
36,80.6481,0.79549,1.14167,1.09833,0.95929,0.94548,0.98417,0.82942,0.75939,1.22697,1.10317,0.000408438,0.000408438,0.000408438
37,82.7781,0.76741,1.15677,1.1037,0.94098,0.95858,0.98106,0.83422,0.75812,1.25349,1.07925,0.00040225,0.00040225,0.00040225
38,84.7381,0.75517,1.01709,1.0792,0.94241,0.95045,0.97146,0.81387,0.81067,1.29719,1.13019,0.000396063,0.000396063,0.000396063
39,86.7991,0.70788,1.04676,1.07402,0.91603,0.95148,0.96562,0.82332,0.81478,1.30163,1.15482,0.000389875,0.000389875,0.000389875
40,88.7312,0.71742,1.01288,1.06871,0.95465,0.95539,0.97359,0.84333,0.71821,1.23501,1.04127,0.000383688,0.000383688,0.000383688
41,90.756,0.72453,1.03033,1.07031,0.87491,0.97565,0.98009,0.8074,0.69355,1.15132,1.04837,0.0003775,0.0003775,0.0003775
42,92.9292,0.7022,0.98162,1.06252,0.90836,0.98676,0.98784,0.82692,0.68839,1.10263,1.01848,0.000371313,0.000371313,0.000371313
43,94.888,0.73374,0.98084,1.04551,0.94496,0.95085,0.98751,0.81802,0.71239,1.11808,1.04891,0.000365125,0.000365125,0.000365125
44,96.8708,0.71662,0.97837,1.07676,0.93288,0.95856,0.98227,0.83736,0.70307,1.06621,1.03804,0.000358938,0.000358938,0.000358938
45,98.9361,0.71338,0.99669,1.06559,0.9305,0.98104,0.98227,0.83905,0.69596,1.17094,1.02639,0.00035275,0.00035275,0.00035275
46,100.9,0.73686,0.98121,1.07623,0.90487,0.96635,0.98282,0.82459,0.75898,1.16337,1.05768,0.000346563,0.000346563,0.000346563
47,102.881,0.70814,0.95768,1.05738,0.92244,0.94607,0.98019,0.83592,0.76072,1.10223,1.04269,0.000340375,0.000340375,0.000340375
48,104.854,0.64598,0.93324,1.03524,0.96068,0.9624,0.9834,0.84017,0.70913,0.97854,1.00715,0.000334188,0.000334188,0.000334188
49,107.571,0.66808,0.90021,1.03947,0.96479,0.9657,0.98227,0.84624,0.69437,1.02657,0.99521,0.000328,0.000328,0.000328
50,109.741,0.65535,0.93795,1.05621,0.9765,0.95769,0.98295,0.85246,0.68277,0.98552,0.99266,0.000321812,0.000321812,0.000321812
51,111.785,0.67806,0.89907,1.03624,0.96077,0.96862,0.98227,0.84494,0.70514,0.92655,1.0006,0.000315625,0.000315625,0.000315625
52,113.706,0.66193,0.87102,1.03354,0.96931,0.96957,0.98227,0.849,0.72318,0.90113,1.01931,0.000309437,0.000309437,0.000309437
53,115.651,0.65705,0.86661,1.02273,0.96883,0.96234,0.98227,0.83648,0.70435,0.93656,0.99182,0.00030325,0.00030325,0.00030325
54,117.727,0.62553,0.82004,1.01846,0.93681,0.95254,0.98227,0.84138,0.70968,0.96862,1.01323,0.000297063,0.000297063,0.000297063
55,119.728,0.64241,0.84394,1.03041,0.94547,0.96224,0.98227,0.83091,0.74073,0.98638,1.06361,0.000290875,0.000290875,0.000290875
56,121.954,0.6107,0.81126,1.02026,0.95974,0.96438,0.98227,0.85258,0.69522,0.93463,1.02205,0.000284688,0.000284688,0.000284688
57,123.977,0.62484,0.91634,1.01757,0.93583,0.96182,0.98227,0.8434,0.73945,0.96541,1.03169,0.0002785,0.0002785,0.0002785
58,126.052,0.61722,0.80107,1.00564,0.9567,0.9398,0.98227,0.83069,0.72211,0.97385,1.0247,0.000272313,0.000272313,0.000272313
59,128.461,0.62183,0.84609,1.01513,0.94233,0.95545,0.98227,0.85703,0.68095,0.90154,1.01268,0.000266125,0.000266125,0.000266125
60,130.414,0.58878,0.76984,0.99398,0.95456,0.96867,0.9843,0.84961,0.68714,0.88049,1.02536,0.000259938,0.000259938,0.000259938
61,132.41,0.61747,0.82341,1.02086,0.95906,0.95859,0.99037,0.83266,0.70354,0.91034,1.04425,0.00025375,0.00025375,0.00025375
62,134.394,0.60766,0.83014,1.00875,0.9633,0.96294,0.98821,0.84558,0.70031,0.90023,1.04773,0.000247563,0.000247563,0.000247563
63,136.815,0.62271,0.78467,0.99415,0.97329,0.97816,0.98312,0.86417,0.67957,0.84517,1.03241,0.000241375,0.000241375,0.000241375
64,140.28,0.61932,0.76607,1.00138,0.96379,0.97342,0.9857,0.85144,0.68927,0.83999,1.05604,0.000235188,0.000235188,0.000235188
65,142.14,0.56614,0.75626,0.97472,0.95447,0.96012,0.98524,0.85343,0.69311,0.85398,1.05051,0.000229,0.000229,0.000229
66,144.362,0.63438,0.79185,1.02112,0.9734,0.94729,0.98227,0.83748,0.70426,0.86025,1.04893,0.000222813,0.000222813,0.000222813
67,146.37,0.58084,0.73858,0.97854,0.98003,0.96591,0.9827,0.83739,0.68909,0.84524,1.01169,0.000216625,0.000216625,0.000216625
68,149.003,0.57416,0.73991,0.99943,0.95818,0.97658,0.98227,0.83876,0.69248,0.83226,1.00621,0.000210437,0.000210437,0.000210437
69,151.088,0.61807,0.75925,1.00513,0.96276,0.97998,0.98227,0.86206,0.68258,0.83733,1.00534,0.00020425,0.00020425,0.00020425
70,153.138,0.6116,0.77082,1.00552,0.96784,0.97832,0.98227,0.87063,0.66647,0.84538,1.00499,0.000198063,0.000198063,0.000198063
71,155.252,0.54873,0.70951,0.96344,0.97752,0.97532,0.98227,0.85708,0.68147,0.81497,1.0218,0.000191875,0.000191875,0.000191875
72,158.052,0.55297,0.69754,0.96431,0.97847,0.98701,0.98227,0.84429,0.71078,0.81359,1.02579,0.000185688,0.000185688,0.000185688
73,160.066,0.58728,0.7457,0.99094,0.97901,0.98701,0.98227,0.84865,0.70135,0.79229,1.02819,0.0001795,0.0001795,0.0001795
74,162.153,0.55457,0.73191,0.97129,0.9769,0.98701,0.98227,0.84781,0.69192,0.78217,1.03743,0.000173313,0.000173313,0.000173313
75,164.284,0.56157,0.74073,0.98012,0.96851,0.98701,0.98227,0.84848,0.68595,0.77488,1.02917,0.000167125,0.000167125,0.000167125
76,167.597,0.57334,0.69401,0.98851,0.97487,0.97669,0.98227,0.85321,0.6928,0.77416,1.03346,0.000160938,0.000160938,0.000160938
77,169.693,0.50707,0.67923,0.95103,0.97066,0.97749,0.98227,0.85416,0.69043,0.76646,1.02938,0.00015475,0.00015475,0.00015475
78,171.69,0.58187,0.7084,0.98667,0.97361,0.96367,0.98227,0.85662,0.70015,0.76857,1.02783,0.000148563,0.000148563,0.000148563
79,173.864,0.5523,0.67998,0.96552,0.96084,0.96571,0.98227,0.85835,0.69055,0.76752,1.02429,0.000142375,0.000142375,0.000142375
80,175.889,0.53812,0.65585,0.97451,0.97662,0.95187,0.98227,0.85265,0.69471,0.75885,1.0234,0.000136187,0.000136187,0.000136187
81,177.976,0.52685,0.68605,0.98364,0.96469,0.97516,0.98227,0.84314,0.6996,0.75218,1.0193,0.00013,0.00013,0.00013
82,179.939,0.54605,0.67359,0.99146,0.97109,0.97647,0.9843,0.84357,0.68872,0.75614,1.01052,0.000123812,0.000123812,0.000123812
83,182.349,0.51003,0.6091,0.95429,0.97254,0.97712,0.98373,0.85518,0.67183,0.76908,1.00344,0.000117625,0.000117625,0.000117625
84,184.31,0.52985,0.63449,0.96341,0.97185,0.97645,0.98489,0.866,0.66489,0.75552,1.004,0.000111438,0.000111438,0.000111438
85,186.273,0.52969,0.64201,0.96773,0.97168,0.97647,0.98534,0.86051,0.6722,0.74154,1.00366,0.00010525,0.00010525,0.00010525
86,188.636,0.52611,0.64221,0.96445,0.97333,0.97723,0.98227,0.85612,0.68743,0.73167,1.00996,9.90625e-05,9.90625e-05,9.90625e-05
87,190.54,0.51938,0.68481,0.96925,0.97838,0.97474,0.98227,0.8621,0.68062,0.73413,1.01485,9.2875e-05,9.2875e-05,9.2875e-05
88,192.483,0.55579,0.65844,0.98951,0.97809,0.97743,0.98227,0.86844,0.67708,0.72757,1.01557,8.66875e-05,8.66875e-05,8.66875e-05
89,194.385,0.5249,0.65228,0.96427,0.97715,0.97836,0.98227,0.8646,0.66676,0.72176,1.00499,8.05e-05,8.05e-05,8.05e-05
90,196.571,0.52362,0.62449,0.96231,0.97734,0.9773,0.98227,0.86244,0.6626,0.70845,1.00219,7.43125e-05,7.43125e-05,7.43125e-05
91,215.264,0.38018,0.66466,0.88186,0.97739,0.97605,0.98227,0.86836,0.66009,0.71341,1.00211,6.8125e-05,6.8125e-05,6.8125e-05
92,218.02,0.37215,0.65714,0.86342,0.97562,0.96709,0.98305,0.86369,0.66764,0.76117,1.00596,6.19375e-05,6.19375e-05,6.19375e-05
93,220.108,0.37925,0.68611,0.86377,0.97342,0.96474,0.98304,0.85786,0.64733,0.77458,0.99352,5.575e-05,5.575e-05,5.575e-05
94,221.967,0.34904,0.67193,0.8707,0.97082,0.96815,0.98227,0.85728,0.63394,0.74834,0.98832,4.95625e-05,4.95625e-05,4.95625e-05
95,223.893,0.35921,0.66362,0.87914,0.97533,0.97662,0.98227,0.8591,0.63197,0.72215,0.98631,4.3375e-05,4.3375e-05,4.3375e-05
96,225.769,0.36406,0.6332,0.86662,0.97927,0.97691,0.98227,0.85706,0.63524,0.71469,0.98656,3.71875e-05,3.71875e-05,3.71875e-05
97,228.311,0.35695,0.64351,0.8613,0.98087,0.97725,0.98227,0.85671,0.64143,0.71547,0.99006,3.1e-05,3.1e-05,3.1e-05
98,230.26,0.3476,0.63799,0.85115,0.9813,0.97724,0.98326,0.86379,0.63998,0.71289,0.99238,2.48125e-05,2.48125e-05,2.48125e-05
99,232.187,0.34618,0.63581,0.85188,0.97948,0.97814,0.98332,0.86706,0.64323,0.70907,0.99633,1.8625e-05,1.8625e-05,1.8625e-05
100,234.092,0.35804,0.63816,0.84899,0.97862,0.97836,0.98332,0.85621,0.64255,0.70874,0.99604,1.24375e-05,1.24375e-05,1.24375e-05
